TreatmentGroup,Generations,AlleleDistrobution,PopulationSize,Number of alleles,RealNumberOfLoci,EstimatedNumberOfLoci,Fis,AverageShanPerIndi-1Hi,TotalShanOfPop-1Hs,Average1HiOver1Hs,AverageHighestAlleleCountPerIndividual,VarOfIndiSHAN,Number of Fixed loci,AverageRichPerIndi-0Hi,TotalRichOfPop-0Hs,VarOfIndiRICH,AverageHetPerIndi-2Hi,TotalHetOfPop-2Hs,VarOfIndiHET,EyePRime,Pee,Eye,Ell,Ohh,LOC OR AL,IndiEveness,PopEveness,Fis,Sis
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.13713347,0.900578912,1.109417526,0.811758324,3.65,0.040471627,ERROR with this fucntion atm,-1.925,5,0.419375,0.534722222,0.568159722,0.006587577,"[0.07500000000000018, '5', '2.925', 2.0, '0.585']",,,,,6,0.502622661,0.689319866,-0.13713347,0.27084263
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.066666667,0.752038698,0.89918696,0.836354098,3.75,0.093421419,ERROR with this fucntion atm,-1.375,5,0.984375,0.486111111,0.510416667,0.012152778,"[1.4166666666666667, '5', '2.375', 3.0, '0.475']",,,,,6,0.419720789,0.558696271,-0.066666667,0.248749614
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.027098428,1.001832263,1.086653381,0.921942802,2.75,0.039491635,ERROR with this fucntion atm,-1.975,4,0.124375,0.597222222,0.645451389,0.015393519,"[0.02499999999999991, '4', '2.975', 2.0, '0.74375']",,,,,6,0.559133232,0.783854722,0.027098428,0.286687678
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.148360873,0.970658005,1.476384484,0.657456113,3.525,0.078735163,ERROR with this fucntion atm,-2.175,9,0.794375,0.556944444,0.628888889,0.011649306,"[0.8833333333333334, '9', '3.175', 3.0, '0.35277777777777775']",,,,,9,0.441765496,0.671931536,0.148360873,0.342543887
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.084534157,1.260346631,1.77081887,0.711730969,2.45,0.093955256,ERROR with this fucntion atm,-2.95,9,1.0975,0.677777778,0.77125,0.012993827,"[0.36666666666666653, '9', '3.95', 3.0, '0.4388888888888889']",,,,,9,0.573608471,0.805934399,0.084534157,0.288269031
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.103872934,0.445606196,0.735368365,0.605963239,4.875,0.214940843,ERROR with this fucntion atm,-1,5,1.2,0.258333333,0.340243056,0.064436728,"[1.6666666666666667, '5', '2.0', 3.0, '0.4']",,,,,6,0.248697553,0.456910055,0.103872934,0.455696913
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.047842897,1.222631771,1.515123157,0.806952072,2.4,0.041540726,ERROR with this fucntion atm,-2.7,6,0.61,0.680555556,0.738645833,0.004591049,"[0.5333333333333332, '6', '3.7', 3.0, '0.6166666666666667']",,,,,6,0.682363784,0.845606334,0.047842897,0.193047928
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.082420449,0.179288872,0.318370502,0.563145364,5.55,0.129745767,ERROR with this fucntion atm,-0.4,3,0.64,0.104166667,0.1415625,0.044010417,"[1.6, '3', '1.4', 2.0, '0.4666666666666666']",,,,,6,0.100063025,0.289793319,0.082420449,0.654709001
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.025753431,0.067584181,0.132819703,0.508841532,5.85,0.025883189,ERROR with this fucntion atm,-0.15,3,0.1275,0.041666667,0.049027778,0.009837963,"[0.7000000000000002, '3', '1.15', 1.0, '0.3833333333333333']",,,,,6,0.03771945,0.120897704,-0.025753431,0.688005243
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.080797632,0.700776677,1.018115011,0.688307971,4.275,0.227597009,ERROR with this fucntion atm,-1.625,6,1.334375,0.394444444,0.475,0.065092593,"[1.25, '6', '2.625', 3.0, '0.4375']",,,,,6,0.39111091,0.568220807,-0.080797632,0.311692029
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.062527757,0.724573391,0.862503121,0.840082051,3.95,0.015287803,ERROR with this fucntion atm,-1.35,4,0.2275,0.469444444,0.490520833,0.001689815,"[0.6499999999999999, '4', '2.35', 2.0, '0.5875']",,,,,6,0.404392109,0.622164488,-0.062527757,0.3500238
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.087082647,1.072562807,1.326812893,0.808375328,3.05,0.089499593,ERROR with this fucntion atm,-2.4,5,0.79,0.604166667,0.672986111,0.01484375,"[0.7333333333333334, '5', '3.4', 3.0, '0.6799999999999999']",,,,,6,0.5986087,0.824395202,-0.087082647,0.273881387
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.062186499,1.338156301,1.793306566,0.746194948,2.175,0.070299676,ERROR with this fucntion atm,-3.175,8,1.094375,0.711111111,0.801597222,0.006049383,"[0.21666666666666679, '8', '4.175', 3.0, '0.521875']",,,,,8,0.643517153,0.862398163,-0.062186499,0.253805052
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.015936234,1.08824981,1.30473685,0.83407609,2.85,0.058583122,ERROR with this fucntion atm,-2.325,5,0.669375,0.626388889,0.687222222,0.008640046,"[0.7833333333333332, '5', '3.325', 3.0, '0.665']",,,,,6,0.607363784,0.810678585,0.015936234,0.250795821
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.106119122,1.008735892,1.108741739,0.909802397,2.825,0.022140285,ERROR with this fucntion atm,-2.025,4,0.074375,0.598611111,0.6446875,0.008871528,"[-0.02499999999999991, '4', '3.025', 2.0, '0.75625']",,,,,6,0.562986221,0.799788105,-0.106119122,0.296080777
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.103928446,0.770783203,1.015532912,0.758993819,3.95,0.02435259,ERROR with this fucntion atm,-1.55,5,0.3475,0.480555556,0.521145833,0.002554012,"[0.4500000000000002, '5', '2.55', 2.0, '0.51']",,,,,6,0.430182296,0.630986075,0.103928446,0.318238051
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.125020928,0.756973908,0.958002581,0.790158527,4.075,0.168143524,ERROR with this fucntion atm,-1.7,4,0.91,0.434722222,0.500243056,0.052143133,"[0.2999999999999998, '4', '2.7', 2.0, '0.675']",,,,,6,0.422475182,0.691052786,-0.125020928,0.388649912
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.319338024,0.887610633,1.17329189,0.756513056,3.2,0.16321248,ERROR with this fucntion atm,-1.8,5,0.76,0.522222222,0.6275,0.054753086,"[1.1333333333333335, '5', '2.8', 3.0, '0.5599999999999999']",,,,,6,0.495384927,0.72900724,0.319338024,0.320466383
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.035898893,0.680327924,0.916873297,0.742008658,4.15,0.182845138,ERROR with this fucntion atm,-1.475,4,0.849375,0.397222222,0.481145833,0.059189815,"[0.5249999999999999, '4', '2.475', 2.0, '0.61875']",,,,,6,0.379698244,0.661384279,0.035898893,0.425903736
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-8.14E-05,0.736861894,1.084492058,0.679453472,3.975,0.095038048,ERROR with this fucntion atm,-1.5,5,0.6,0.451388889,0.534895833,0.025646219,"[0.5, '5', '2.5', 2.0, '0.5']",,,,,6,0.411250453,0.673832802,-8.14E-05,0.389684723
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.153049579,1.019699468,1.413561916,0.721368803,3.05,0.091707868,ERROR with this fucntion atm,-2.15,7,0.9775,0.595833333,0.679722222,0.012961034,"[0.9, '7', '3.15', 3.0, '0.45']",,,,,7,0.524021866,0.726427125,0.153049579,0.278631197
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.037968004,0.774379229,0.969698815,0.798577061,3.925,0.029883862,ERROR with this fucntion atm,-1.55,5,0.3975,0.483333333,0.518819444,0.003425926,"[0.4500000000000002, '5', '2.55', 2.0, '0.51']",,,,,6,0.432189277,0.60250775,0.037968004,0.282682626
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.090409747,0.321473789,0.415412974,0.773865549,5.125,0.074047688,ERROR with this fucntion atm,-0.6,2,0.24,0.2125,0.249131944,0.034241898,"[-0.20000000000000018, '2', '1.6', 1.0, '0.8']",,,,,6,0.179417938,0.599314237,0.090409747,0.70062794
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.010790073,0.456406306,0.632010089,0.722150349,4.85,0.09771481,ERROR with this fucntion atm,-0.95,4,0.4475,0.283333333,0.325798611,0.036388889,"[1.05, '4', '1.95', 2.0, '0.4875']",,,,,6,0.25472521,0.455898911,-0.010790073,0.441268221
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.122135701,0.362286696,0.661361411,0.547789287,4.975,0.138895551,ERROR with this fucntion atm,-0.675,5,0.569375,0.234722222,0.344895833,0.055939429,"[1.325, '5', '1.675', 2.0, '0.335']",,,,,6,0.202196055,0.410926949,0.122135701,0.50795134
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.04950733,0.645672602,0.693013926,0.931687775,4.075,0.007847878,ERROR with this fucntion atm,-1.1,3,0.09,0.4375,0.4459375,0.00234375,"[0.8999999999999999, '3', '2.1', 2.0, '0.7000000000000001']",,,,,6,0.360356741,0.63080846,-0.04950733,0.428738257
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.06294888,0.116450146,0.217638568,0.535062086,5.725,0.050910715,ERROR with this fucntion atm,-0.25,3,0.2375,0.072222222,0.088506944,0.019475309,"[1.75, '3', '1.25', 2.0, '0.4166666666666667']",,,,,6,0.064992064,0.198103162,0.06294888,0.671928184
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.034202363,0.711605113,0.845880434,0.841259691,4,0.011711042,ERROR with this fucntion atm,-1.325,4,0.219375,0.4625,0.485868056,0.000677083,"[0.6749999999999998, '4', '2.325', 2.0, '0.58125']",,,,,6,0.397154375,0.610173754,0.034202363,0.349112654
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.032164816,0.728794578,0.896439759,0.81298779,4.125,0.022498473,ERROR with this fucntion atm,-1.5,4,0.25,0.451388889,0.482256944,0.004967207,"[0.5, '4', '2.5', 2.0, '0.625']",,,,,6,0.406747999,0.646644597,-0.032164816,0.370986782
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.089431294,0.57076715,0.806548979,0.707665827,4.575,0.084643245,ERROR with this fucntion atm,-1.2,4,0.46,0.351388889,0.399375,0.029689429,"[0.7999999999999998, '4', '2.2', 2.0, '0.55']",,,,,6,0.318551212,0.581802106,0.089431294,0.452474976
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.027650459,1.195166463,1.551415774,0.770371478,2.55,0.052663228,ERROR with this fucntion atm,-2.65,6,0.6775,0.666666667,0.743263889,0.006635802,"[0.5666666666666668, '6', '3.65', 3.0, '0.6083333333333333']",,,,,6,0.667035104,0.86586163,-0.027650459,0.229628522
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.084507042,1.130976522,1.211621421,0.933440514,2.225,0.003607861,ERROR with this fucntion atm,-2.225,4,0.174375,0.666666667,0.686041667,2.77E-33,"[-0.2250000000000001, '4', '3.225', 2.0, '0.80625']",,,,,6,0.631210015,0.874000108,-0.084507042,0.277791833
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.058091286,1.059594528,1.211298092,0.874759512,2.5,0.055343173,ERROR with this fucntion atm,-2.1,5,0.39,0.625,0.674583333,0.015856481,"[0.9333333333333332, '5', '3.1', 3.0, '0.62']",,,,,6,0.591370966,0.752621821,0.058091286,0.214252165
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.087126188,1.100566639,1.233700441,0.892085795,2.475,0.025863329,ERROR with this fucntion atm,-2.2,5,0.26,0.648611111,0.678541667,0.003917824,"[-0.20000000000000018, '5', '3.2', 2.0, '0.64']",,,,,6,0.614237936,0.766541183,-0.087126188,0.198688929
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.028571429,0.106025096,0.173205207,0.612135732,5.75,0.039488517,ERROR with this fucntion atm,-0.225,2,0.174375,0.066666667,0.079861111,0.015925926,"[0.5499999999999998, '2', '1.225', 1.0, '0.6125']",,,,,6,0.059173733,0.249882293,0.028571429,0.763193574
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.20341394,0.157599791,0.337349651,0.46717046,5.6,0.118235923,ERROR with this fucntion atm,-0.35,5,0.5775,0.091666667,0.127777778,0.040208333,"[1.65, '5', '1.35', 2.0, '0.27']",,,,,6,0.087958118,0.209607123,0.20341394,0.58036675
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.079850607,0.59805696,0.670498393,0.891958827,4.3,0.012898369,ERROR with this fucntion atm,-1.075,3,0.069375,0.398611111,0.417048611,0.00646412,"[0.9249999999999998, '3', '2.075', 2.0, '0.6916666666666668']",,,,,6,0.333781945,0.610313938,0.079850607,0.453097949
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.020321769,1.19963979,1.368495568,0.876612112,2.1,0.031573094,ERROR with this fucntion atm,-2.475,5,0.599375,0.6875,0.719722222,0.001957948,"[0.6833333333333332, '5', '3.475', 3.0, '0.6950000000000001']",,,,,6,0.669531715,0.850294104,0.020321769,0.212588078
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.018415752,1.289227763,1.568892889,0.821743646,2,0.034399101,ERROR with this fucntion atm,-2.825,6,0.644375,0.7125,0.76125,0.001988812,"[0.4499999999999999, '6', '3.825', 3.0, '0.6375000000000001']",,,,,6,0.719531715,0.875615793,0.018415752,0.178256354
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.022534428,0.674767553,0.753765974,0.89519503,3.975,0.008723202,ERROR with this fucntion atm,-1.15,5,0.1275,0.455555556,0.463194444,0.00095679,"[0.8500000000000001, '5', '2.15', 2.0, '0.43']",,,,,6,0.376594942,0.468341132,-0.022534428,0.195896076
SS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.052631579,1.167927007,1.297127532,0.900394894,1.9,0.043240771,ERROR with this fucntion atm,-2.3,6,0.81,0.683333333,0.698333333,0.0025,"[0.8000000000000002, '6', '3.3', 3.0, '0.5499999999999999']",,,,,6,0.651832473,0.72394066,-0.052631579,0.099605106
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,0.636514168,0.636514168,1,4,0,ERROR with this fucntion atm,-1,2,0,0.444444444,0.444444444,3.08E-33,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,3,0.579380164,0.918295834,0,0.369070246
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.008547009,0.648066621,0.675483118,0.959412018,4,0.002535724,ERROR with this fucntion atm,-1.05,3,0.0475,0.447222222,0.449861111,0.000146605,"[0.9500000000000002, '3', '2.05', 2.0, '0.6833333333333332']",,,,,6,0.361692868,0.614851231,-0.008547009,0.411739215
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.023751478,0.863741352,1.08595888,0.795372061,3.575,0.054428853,ERROR with this fucntion atm,-1.725,5,0.549375,0.530555556,0.569895833,0.008479938,"[1.1833333333333333, '5', '2.725', 3.0, '0.545']",,,,,6,0.482063227,0.674744189,0.023751478,0.285561499
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,0.636514168,0.636514168,1,4,0,ERROR with this fucntion atm,-1,2,0,0.444444444,0.444444444,3.08E-33,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,3,0.579380164,0.918295834,0,0.369070246
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,Fixed,0,0,0,0,6,0,ERROR with this fucntion atm,0,1,0,0,0,0,"[1.0, '1', '1.0', 1.0, '1.0']",,,,,#VALUE!,#VALUE!,#DIV/0!,0,#DIV/0!
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.205695665,1.055234127,1.369326416,0.770622779,2.8,0.111849451,ERROR with this fucntion atm,-2.25,5,0.8375,0.602777778,0.695486111,0.028634259,"[0.8333333333333334, '5', '3.25', 3.0, '0.65']",,,,,6,0.58893738,0.850810339,0.205695665,0.307792403
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.058544347,0.762062401,0.953861173,0.798923808,3.85,0.02566503,ERROR with this fucntion atm,-1.45,5,0.2975,0.486111111,0.518506944,0.003819444,"[0.5499999999999998, '5', '2.45', 2.0, '0.49000000000000005']",,,,,6,0.425315124,0.59266727,-0.058544347,0.282371162
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,0.636514168,0.636514168,1,4,0,ERROR with this fucntion atm,-1,2,0,0.444444444,0.444444444,3.08E-33,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,3,0.579380164,0.918295834,0,0.369070246
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.026875902,0.467644048,0.606410447,0.771167532,4.85,0.057946561,ERROR with this fucntion atm,-0.975,3,0.274375,0.293055556,0.325416667,0.022374614,"[1.025, '3', '1.975', 2.0, '0.6583333333333333']",,,,,6,0.260997113,0.551978576,-0.026875902,0.527160792
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.023809524,0.505096774,0.543272781,0.929729578,4.6,0.028676066,ERROR with this fucntion atm,-0.925,2,0.069375,0.336111111,0.357777778,0.015578704,"[-0.8500000000000001, '2', '1.925', 1.0, '0.9625']",,,,,6,0.281899877,0.783776947,-0.023809524,0.640331503
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,0.636514168,0.636514168,1,4,0,ERROR with this fucntion atm,-1,2,0,0.444444444,0.444444444,3.08E-33,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,3,0.579380164,0.918295834,0,0.369070246
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.019589907,0.645607993,0.77808901,0.829735396,4.225,0.022752226,ERROR with this fucntion atm,-1.225,4,0.174375,0.418055556,0.445173611,0.007559799,"[0.7749999999999999, '4', '2.225', 2.0, '0.55625']",,,,,6,0.360320681,0.561272578,-0.019589907,0.358029065
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,0.636514168,0.636514168,1,4,0,ERROR with this fucntion atm,-1,2,0,0.444444444,0.444444444,3.08E-33,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,3,0.579380164,0.918295834,0,0.369070246
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.146953405,1.283451537,1.454054849,0.882670649,2,0.051248321,ERROR with this fucntion atm,-2.8,5,0.96,0.711111111,0.744166667,0.002962963,"[0.4666666666666668, '5', '3.8', 3.0, '0.76']",,,,,6,0.716307941,0.903455075,-0.146953405,0.207146031
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.032355154,0.752038698,0.964513008,0.779708197,4,0.013345917,ERROR with this fucntion atm,-1.5,5,0.25,0.472222222,0.505972222,0.000771605,"[0.5, '5', '2.5', 2.0, '0.5']",,,,,6,0.419720789,0.599285627,0.032355154,0.299631477
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.140028549,0.922893154,1.179290658,0.782583282,3.3,0.076988851,ERROR with this fucntion atm,-1.9,4,0.54,0.548611111,0.6290625,0.019010417,"[0.10000000000000009, '4', '2.9', 2.0, '0.725']",,,,,6,0.515076476,0.850678392,0.140028549,0.394510921
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.022222222,0.347934614,0.415412974,0.837563187,5.125,0.056420641,ERROR with this fucntion atm,-0.7,2,0.21,0.223611111,0.249131944,0.025075231,"[-0.3999999999999999, '2', '1.7', 1.0, '0.85']",,,,,6,0.194186005,0.599314237,-0.022222222,0.67598633
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.542857143,1.144822101,1.349792396,0.848146799,2,0.019218121,ERROR with this fucntion atm,-2.2,5,0.36,0.677777778,0.715277778,0.001111111,"[0.8666666666666666, '5', '3.2', 3.0, '0.64']",,,,,6,0.63893738,0.83867317,0.542857143,0.238156886
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.315789474,1.094251887,1.163950356,0.940119037,2.1,0.006353866,ERROR with this fucntion atm,-2.025,4,0.074375,0.661111111,0.676666667,0.001203704,"[-0.02499999999999991, '4', '3.025', 2.0, '0.75625']",,,,,6,0.610713607,0.839612703,0.315789474,0.272624623
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,Fixed,0,0,0,0,6,0,ERROR with this fucntion atm,0,1,0,0,0,0,"[1.0, '1', '1.0', 1.0, '1.0']",,,,,#VALUE!,#VALUE!,#DIV/0!,0,#DIV/0!
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.090875846,0.626798879,0.724402009,0.86526386,4.425,0.030616577,ERROR with this fucntion atm,-1.3,3,0.21,0.390277778,0.413298611,0.009797454,"[0.7000000000000002, '3', '2.3', 2.0, '0.7666666666666666']",,,,,6,0.349823115,0.659379124,-0.090875846,0.469465893
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.039048482,0.847177048,1.07099799,0.791016469,3.6,0.151187456,ERROR with this fucntion atm,-1.825,4,0.694375,0.490277778,0.576527778,0.049828318,"[0.17499999999999982, '4', '2.825', 2.0, '0.70625']",,,,,6,0.472818513,0.772561744,0.039048482,0.387986117
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.03125,0.173609277,0.244930027,0.708811735,5.6,0.051040467,ERROR with this fucntion atm,-0.375,2,0.234375,0.108333333,0.124444444,0.020208333,"[0.25, '2', '1.375', 1.0, '0.6875']",,,,,6,0.096893183,0.353359335,-0.03125,0.72579419
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,1.098612289,1.098612289,1,2,0,ERROR with this fucntion atm,-2,3,0,0.666666667,0.666666667,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,3,1,1,0,0
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.018070818,0.33118278,0.458881815,0.721716942,5.175,0.066334724,ERROR with this fucntion atm,-0.675,3,0.269375,0.211111111,0.242048611,0.027962963,"[1.325, '3', '1.675', 2.0, '0.5583333333333333']",,,,,6,0.184836629,0.417692228,0.018070818,0.557481283
